帧ID,数据集,化学式,完整化学式,体系原子数,构型标签,能量_eV,能量_eV_per_atom,力_最大模长_eV_per_A,力_RMS_eV_per_A,体积_Angstrom3,密度_Atom_per_Angstrom3,源文件,帧序号
GST225:03732,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-687.238888,-3.470903,1.916948,0.774991,7932.889,0.024959,data/MLIP_training_data_DFT_labeled/GST225.xyz,3732
GST225:03733,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-670.372651,-3.38572,1.977761,0.617754,6874.0649,0.028804,data/MLIP_training_data_DFT_labeled/GST225.xyz,3733
GST225:03734,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-656.921596,-3.317786,5.007173,1.573431,6426.0695,0.030812,data/MLIP_training_data_DFT_labeled/GST225.xyz,3734
GST225:03735,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-711.710715,-3.594499,1.595176,0.698054,6861.4001,0.028857,data/MLIP_training_data_DFT_labeled/GST225.xyz,3735
GST225:03736,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-667.365995,-3.370535,4.647147,1.423627,6813.5816,0.02906,data/MLIP_training_data_DFT_labeled/GST225.xyz,3736
GST225:03737,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-663.96287,-3.353348,3.586517,1.269188,6624.8001,0.029888,data/MLIP_training_data_DFT_labeled/GST225.xyz,3737
GST225:03738,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-683.43066,-3.45167,2.600534,0.878768,6861.4001,0.028857,data/MLIP_training_data_DFT_labeled/GST225.xyz,3738
GST225:03739,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-689.400792,-3.481822,2.270731,0.84347,6580.6322,0.030088,data/MLIP_training_data_DFT_labeled/GST225.xyz,3739
GST225:03740,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-690.946053,-3.489627,2.757494,0.820735,7782.192,0.025443,data/MLIP_training_data_DFT_labeled/GST225.xyz,3740
GST225:03741,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-693.892744,-3.504509,2.240869,0.831956,7034.4689,0.028147,data/MLIP_training_data_DFT_labeled/GST225.xyz,3741
GST225:03742,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-668.517325,-3.37635,5.091786,1.465085,6333.2828,0.031263,data/MLIP_training_data_DFT_labeled/GST225.xyz,3742
GST225:03743,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-669.056981,-3.379076,4.942548,1.267033,7071.4286,0.028,data/MLIP_training_data_DFT_labeled/GST225.xyz,3743
GST225:03744,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-668.858073,-3.378071,4.077727,1.32282,6655.572,0.02975,data/MLIP_training_data_DFT_labeled/GST225.xyz,3744
GST225:03745,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-706.797146,-3.569683,1.892964,0.844974,6965.7662,0.028425,data/MLIP_training_data_DFT_labeled/GST225.xyz,3745
GST225:03746,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-671.436621,-3.391094,1.768906,0.792234,7782.192,0.025443,data/MLIP_training_data_DFT_labeled/GST225.xyz,3746
GST225:03747,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-699.801856,-3.534353,1.642182,0.674928,6847.3807,0.028916,data/MLIP_training_data_DFT_labeled/GST225.xyz,3747
GST225:03748,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-713.59703,-3.604025,1.262623,0.592557,7555.5407,0.026206,data/MLIP_training_data_DFT_labeled/GST225.xyz,3748
GST225:03749,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-711.069614,-3.591261,1.201925,0.520131,6374.9874,0.031059,data/MLIP_training_data_DFT_labeled/GST225.xyz,3749
GST225:03750,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-707.89652,-3.575235,1.036944,0.558254,6595.7603,0.030019,data/MLIP_training_data_DFT_labeled/GST225.xyz,3750
GST225:03751,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-685.086346,-3.460032,2.817047,0.96808,6451.6806,0.03069,data/MLIP_training_data_DFT_labeled/GST225.xyz,3751
GST225:03752,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-703.495433,-3.553007,2.787789,1.239543,6426.0695,0.030812,data/MLIP_training_data_DFT_labeled/GST225.xyz,3752
GST225:03753,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-666.74374,-3.367393,1.627024,0.723429,7144.6992,0.027713,data/MLIP_training_data_DFT_labeled/GST225.xyz,3753
GST225:03754,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-679.267329,-3.430643,2.183558,0.670079,6556.362,0.0302,data/MLIP_training_data_DFT_labeled/GST225.xyz,3754
GST225:03755,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-689.403083,-3.481834,2.2329,0.727268,7206.1008,0.027477,data/MLIP_training_data_DFT_labeled/GST225.xyz,3755
GST225:03756,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-676.261579,-3.415463,2.306418,0.890753,7782.192,0.025443,data/MLIP_training_data_DFT_labeled/GST225.xyz,3756
GST225:03757,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-703.576839,-3.553418,3.745502,1.207536,6902.0747,0.028687,data/MLIP_training_data_DFT_labeled/GST225.xyz,3757
GST225:03758,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-689.719619,-3.483432,2.457084,0.862042,7034.4689,0.028147,data/MLIP_training_data_DFT_labeled/GST225.xyz,3758
GST225:03759,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-671.697816,-3.392413,2.297572,0.696197,6363.5278,0.031115,data/MLIP_training_data_DFT_labeled/GST225.xyz,3759
GST225:03760,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-700.231151,-3.536521,2.889334,1.030944,6624.8001,0.029888,data/MLIP_training_data_DFT_labeled/GST225.xyz,3760
GST225:03761,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-676.448289,-3.416405,2.86863,1.272208,6584.5333,0.03007,data/MLIP_training_data_DFT_labeled/GST225.xyz,3761
GST225:03762,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-663.271208,-3.349855,4.33022,1.241707,7333.3333,0.027,data/MLIP_training_data_DFT_labeled/GST225.xyz,3762
GST225:03763,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-675.011446,-3.409149,6.38143,1.546464,6624.8001,0.029888,data/MLIP_training_data_DFT_labeled/GST225.xyz,3763
GST225:03764,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-684.498757,-3.457064,4.091628,1.165412,6827.5862,0.029,data/MLIP_training_data_DFT_labeled/GST225.xyz,3764
GST225:03765,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-666.260908,-3.364954,2.507147,0.80959,7679.3395,0.025783,data/MLIP_training_data_DFT_labeled/GST225.xyz,3765
GST225:03766,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-654.552309,-3.30582,4.915421,1.568944,6655.572,0.02975,data/MLIP_training_data_DFT_labeled/GST225.xyz,3766
GST225:03767,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-704.993022,-3.560571,1.412868,0.666991,7629.572,0.025952,data/MLIP_training_data_DFT_labeled/GST225.xyz,3767
GST225:03768,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-700.882801,-3.539812,3.368118,1.192506,6655.572,0.02975,data/MLIP_training_data_DFT_labeled/GST225.xyz,3768
GST225:03769,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-681.879539,-3.443836,1.85617,0.798812,8013.3313,0.024709,data/MLIP_training_data_DFT_labeled/GST225.xyz,3769
GST225:03770,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-691.822549,-3.494053,4.981565,1.014435,7782.192,0.025443,data/MLIP_training_data_DFT_labeled/GST225.xyz,3770
GST225:03771,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-703.91871,-3.555145,1.607929,0.660405,7034.4689,0.028147,data/MLIP_training_data_DFT_labeled/GST225.xyz,3771
GST225:03772,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-680.596378,-3.437355,3.780338,1.308905,6902.0747,0.028687,data/MLIP_training_data_DFT_labeled/GST225.xyz,3772
GST225:03773,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-679.589129,-3.432268,2.265339,0.744091,6326.82,0.031295,data/MLIP_training_data_DFT_labeled/GST225.xyz,3773
GST225:03774,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-694.173222,-3.505925,2.300208,0.882648,7555.5407,0.026206,data/MLIP_training_data_DFT_labeled/GST225.xyz,3774
GST225:03775,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-661.443649,-3.340624,1.919306,0.872154,8013.3313,0.024709,data/MLIP_training_data_DFT_labeled/GST225.xyz,3775
GST225:03776,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-662.81993,-3.347575,2.238716,0.912397,7375.4545,0.026846,data/MLIP_training_data_DFT_labeled/GST225.xyz,3776
GST225:03777,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-710.40556,-3.587907,1.319155,0.57655,7003.9728,0.02827,data/MLIP_training_data_DFT_labeled/GST225.xyz,3777
GST225:03778,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-666.888417,-3.368123,3.234694,1.101899,7115.526,0.027826,data/MLIP_training_data_DFT_labeled/GST225.xyz,3778
GST225:03779,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-697.247494,-3.521452,1.838709,0.73877,6586.9663,0.030059,data/MLIP_training_data_DFT_labeled/GST225.xyz,3779
GST225:03780,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-676.508941,-3.416712,2.411224,0.936583,7555.5407,0.026206,data/MLIP_training_data_DFT_labeled/GST225.xyz,3780
GST225:03781,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-663.18546,-3.349422,1.736839,0.713589,7727.1409,0.025624,data/MLIP_training_data_DFT_labeled/GST225.xyz,3781
GST225:03782,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-685.074963,-3.459975,4.35091,1.175865,6624.8001,0.029888,data/MLIP_training_data_DFT_labeled/GST225.xyz,3782
GST225:03783,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-710.796405,-3.589881,1.628047,0.594267,6600.0,0.03,data/MLIP_training_data_DFT_labeled/GST225.xyz,3783
GST225:03784,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-690.624246,-3.488001,5.191237,1.660138,6902.0747,0.028687,data/MLIP_training_data_DFT_labeled/GST225.xyz,3784
GST225:03785,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-667.197113,-3.369682,3.073965,0.921065,6878.2837,0.028786,data/MLIP_training_data_DFT_labeled/GST225.xyz,3785
GST225:03786,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-704.097252,-3.556047,3.441845,1.057771,7333.3333,0.027,data/MLIP_training_data_DFT_labeled/GST225.xyz,3786
GST225:03787,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-677.591806,-3.422181,2.843992,0.836549,7177.7602,0.027585,data/MLIP_training_data_DFT_labeled/GST225.xyz,3787
GST225:03788,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-677.291644,-3.420665,1.332287,0.670053,7128.1696,0.027777,data/MLIP_training_data_DFT_labeled/GST225.xyz,3788
GST225:03789,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-700.50571,-3.537908,3.057708,1.155669,6624.8001,0.029888,data/MLIP_training_data_DFT_labeled/GST225.xyz,3789
GST225:03790,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-669.099106,-3.379288,1.826594,0.645986,6556.362,0.0302,data/MLIP_training_data_DFT_labeled/GST225.xyz,3790
GST225:03791,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-701.215975,-3.541495,3.174359,1.279896,6655.572,0.02975,data/MLIP_training_data_DFT_labeled/GST225.xyz,3791
GST225:03792,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-671.775134,-3.392804,1.921366,0.731542,6580.6322,0.030088,data/MLIP_training_data_DFT_labeled/GST225.xyz,3792
GST225:03793,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-696.661137,-3.518491,1.749348,0.637977,7279.6991,0.027199,data/MLIP_training_data_DFT_labeled/GST225.xyz,3793
GST225:03794,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-669.649586,-3.382069,1.727622,0.696251,7151.097,0.027688,data/MLIP_training_data_DFT_labeled/GST225.xyz,3794
GST225:03795,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-700.397745,-3.537362,2.569816,0.861952,6250.9884,0.031675,data/MLIP_training_data_DFT_labeled/GST225.xyz,3795
GST225:03796,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-699.938994,-3.535045,2.022106,0.759764,6374.9874,0.031059,data/MLIP_training_data_DFT_labeled/GST225.xyz,3796
GST225:03797,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-695.959672,-3.514948,3.339688,1.073209,6850.6747,0.028902,data/MLIP_training_data_DFT_labeled/GST225.xyz,3797
GST225:03798,GST225,Ge2Sb2Te5,Ge44Sb44Te110,198,GST-amor-init,-668.805859,-3.377807,1.78371,0.765197,6612.6317,0.029943,data/MLIP_training_data_DFT_labeled/GST225.xyz,3798
GST225:03799,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1112.696526,-3.636263,0.5781,0.341697,11384.6259,0.026878,data/MLIP_training_data_DFT_labeled/GST225.xyz,3799
GST225:03800,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1093.038034,-3.57202,1.894671,0.739201,11868.9638,0.025782,data/MLIP_training_data_DFT_labeled/GST225.xyz,3800
GST225:03801,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1097.637548,-3.587051,1.752288,0.634113,12368.4295,0.02474,data/MLIP_training_data_DFT_labeled/GST225.xyz,3801
GST225:03802,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1103.246211,-3.60538,2.36962,0.892868,10419.5953,0.029368,data/MLIP_training_data_DFT_labeled/GST225.xyz,3802
GST225:03803,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1087.666147,-3.554465,4.125771,1.096911,10965.5202,0.027906,data/MLIP_training_data_DFT_labeled/GST225.xyz,3803
GST225:03804,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1090.680036,-3.564314,2.39144,0.749419,12433.2184,0.024611,data/MLIP_training_data_DFT_labeled/GST225.xyz,3804
GST225:03805,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1092.794477,-3.571224,3.123304,1.081356,11594.2258,0.026392,data/MLIP_training_data_DFT_labeled/GST225.xyz,3805
GST225:03806,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1114.675881,-3.642732,0.384778,0.169054,11070.6373,0.027641,data/MLIP_training_data_DFT_labeled/GST225.xyz,3806
GST225:03807,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1100.585817,-3.596686,1.159255,0.569579,11871.5324,0.025776,data/MLIP_training_data_DFT_labeled/GST225.xyz,3807
GST225:03808,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1096.008848,-3.581728,2.450909,0.848609,12042.8487,0.025409,data/MLIP_training_data_DFT_labeled/GST225.xyz,3808
GST225:03809,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1098.380797,-3.58948,1.490019,0.604342,11355.7801,0.026947,data/MLIP_training_data_DFT_labeled/GST225.xyz,3809
GST225:03810,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1093.357311,-3.573063,3.07508,0.899567,12044.0343,0.025407,data/MLIP_training_data_DFT_labeled/GST225.xyz,3810
GST225:03811,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1114.419385,-3.641893,0.49907,0.267938,11204.1349,0.027311,data/MLIP_training_data_DFT_labeled/GST225.xyz,3811
GST225:03812,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1089.512708,-3.560499,2.501917,0.743873,12839.9479,0.023832,data/MLIP_training_data_DFT_labeled/GST225.xyz,3812
GST225:03813,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1094.426167,-3.576556,2.876259,1.005109,11666.5341,0.026229,data/MLIP_training_data_DFT_labeled/GST225.xyz,3813
GST225:03814,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1086.138824,-3.549473,2.262747,1.018931,12321.1785,0.024835,data/MLIP_training_data_DFT_labeled/GST225.xyz,3814
GST225:03815,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1085.558968,-3.547578,2.962286,1.049611,11891.1539,0.025733,data/MLIP_training_data_DFT_labeled/GST225.xyz,3815
GST225:03816,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1090.65446,-3.56423,2.166689,0.886157,12262.1721,0.024955,data/MLIP_training_data_DFT_labeled/GST225.xyz,3816
GST225:03817,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1095.472427,-3.579975,2.670661,0.861053,11988.1018,0.025525,data/MLIP_training_data_DFT_labeled/GST225.xyz,3817
GST225:03818,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1091.899739,-3.5683,4.136887,1.026787,11177.7468,0.027376,data/MLIP_training_data_DFT_labeled/GST225.xyz,3818
GST225:03819,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1096.236462,-3.582472,2.609554,0.801958,12663.5718,0.024164,data/MLIP_training_data_DFT_labeled/GST225.xyz,3819
GST225:03820,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1094.501215,-3.576801,2.001991,0.884218,10911.6936,0.028043,data/MLIP_training_data_DFT_labeled/GST225.xyz,3820
GST225:03821,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1100.187843,-3.595385,2.064094,0.711089,11681.7094,0.026195,data/MLIP_training_data_DFT_labeled/GST225.xyz,3821
GST225:03822,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1091.046162,-3.56551,2.143714,0.747667,12619.4691,0.024248,data/MLIP_training_data_DFT_labeled/GST225.xyz,3822
GST225:03823,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1101.958244,-3.601171,1.056153,0.462183,12038.6587,0.025418,data/MLIP_training_data_DFT_labeled/GST225.xyz,3823
GST225:03824,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1098.982669,-3.591447,2.456005,0.905375,11286.8691,0.027111,data/MLIP_training_data_DFT_labeled/GST225.xyz,3824
GST225:03825,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1088.56541,-3.557403,3.532479,1.16903,12302.0079,0.024874,data/MLIP_training_data_DFT_labeled/GST225.xyz,3825
GST225:03826,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1087.909364,-3.555259,3.943495,1.262563,11227.853,0.027254,data/MLIP_training_data_DFT_labeled/GST225.xyz,3826
GST225:03827,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1082.427061,-3.537343,4.847991,1.432731,11657.6845,0.026249,data/MLIP_training_data_DFT_labeled/GST225.xyz,3827
GST225:03828,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1099.455409,-3.592992,1.75012,0.647545,12642.8868,0.024203,data/MLIP_training_data_DFT_labeled/GST225.xyz,3828
GST225:03829,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1097.017868,-3.585026,1.953427,0.71475,12467.3905,0.024544,data/MLIP_training_data_DFT_labeled/GST225.xyz,3829
GST225:03830,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1102.025316,-3.60139,2.577823,0.64604,11575.6911,0.026435,data/MLIP_training_data_DFT_labeled/GST225.xyz,3830
GST225:03831,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1093.439773,-3.573333,3.165325,0.976486,11840.968,0.025842,data/MLIP_training_data_DFT_labeled/GST225.xyz,3831
GST225:03832,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1096.069213,-3.581926,2.176314,0.89719,11579.3818,0.026426,data/MLIP_training_data_DFT_labeled/GST225.xyz,3832
GST225:03833,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1085.977325,-3.548946,3.109044,1.027712,12147.2192,0.025191,data/MLIP_training_data_DFT_labeled/GST225.xyz,3833
GST225:03834,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1081.56757,-3.534535,6.018322,1.36559,11971.493,0.025561,data/MLIP_training_data_DFT_labeled/GST225.xyz,3834
GST225:03835,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1087.092145,-3.552589,3.000644,1.003626,12806.5548,0.023894,data/MLIP_training_data_DFT_labeled/GST225.xyz,3835
GST225:03836,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1099.063435,-3.591711,1.756897,0.74544,12051.3737,0.025391,data/MLIP_training_data_DFT_labeled/GST225.xyz,3836
GST225:03837,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1092.491887,-3.570235,2.325398,1.031602,12066.0277,0.02536,data/MLIP_training_data_DFT_labeled/GST225.xyz,3837
GST225:03838,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1099.386078,-3.592765,1.885016,0.730841,11592.995,0.026395,data/MLIP_training_data_DFT_labeled/GST225.xyz,3838
GST225:03839,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1089.392499,-3.560106,2.983879,1.005894,11709.1407,0.026133,data/MLIP_training_data_DFT_labeled/GST225.xyz,3839
GST225:03840,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1088.964466,-3.558707,1.835581,0.748504,12225.0093,0.025031,data/MLIP_training_data_DFT_labeled/GST225.xyz,3840
GST225:03841,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1099.784429,-3.594067,1.760845,0.576199,11994.391,0.025512,data/MLIP_training_data_DFT_labeled/GST225.xyz,3841
GST225:03842,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1116.211748,-3.647751,0.196907,0.088811,10786.3749,0.028369,data/MLIP_training_data_DFT_labeled/GST225.xyz,3842
GST225:03843,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1097.153833,-3.58547,1.139501,0.530458,12593.0667,0.024299,data/MLIP_training_data_DFT_labeled/GST225.xyz,3843
GST225:03844,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1084.314807,-3.543512,3.304102,1.187732,12297.627,0.024883,data/MLIP_training_data_DFT_labeled/GST225.xyz,3844
GST225:03845,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1093.258525,-3.57274,3.355147,0.827137,11519.8993,0.026563,data/MLIP_training_data_DFT_labeled/GST225.xyz,3845
GST225:03846,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1088.731919,-3.557947,2.649314,0.887263,12642.5445,0.024204,data/MLIP_training_data_DFT_labeled/GST225.xyz,3846
GST225:03847,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1096.046131,-3.58185,2.359581,0.907457,11716.5018,0.026117,data/MLIP_training_data_DFT_labeled/GST225.xyz,3847
GST225:03848,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1082.954649,-3.539067,4.684169,1.500745,12269.5918,0.02494,data/MLIP_training_data_DFT_labeled/GST225.xyz,3848
GST225:03849,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1097.534973,-3.586716,2.284788,0.812803,12074.2663,0.025343,data/MLIP_training_data_DFT_labeled/GST225.xyz,3849
GST225:03850,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1096.824225,-3.584393,1.415937,0.580046,11900.5734,0.025713,data/MLIP_training_data_DFT_labeled/GST225.xyz,3850
GST225:03851,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1092.039312,-3.568756,2.318649,0.752189,12067.5593,0.025357,data/MLIP_training_data_DFT_labeled/GST225.xyz,3851
GST225:03852,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1091.231968,-3.566118,2.334745,0.947414,11969.7986,0.025564,data/MLIP_training_data_DFT_labeled/GST225.xyz,3852
GST225:03853,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1072.08677,-3.503552,5.632586,1.475974,12634.4193,0.02422,data/MLIP_training_data_DFT_labeled/GST225.xyz,3853
GST225:03854,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1109.239829,-3.624967,0.644199,0.315185,10901.5535,0.028069,data/MLIP_training_data_DFT_labeled/GST225.xyz,3854
GST225:03855,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1082.536864,-3.537702,2.56017,1.100695,12657.5436,0.024175,data/MLIP_training_data_DFT_labeled/GST225.xyz,3855
GST225:03856,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1090.140174,-3.56255,2.805126,0.8483,12820.9228,0.023867,data/MLIP_training_data_DFT_labeled/GST225.xyz,3856
GST225:03857,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1098.259026,-3.589082,1.790259,0.770842,11173.3913,0.027386,data/MLIP_training_data_DFT_labeled/GST225.xyz,3857
GST225:03858,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1098.434647,-3.589656,2.237302,0.707153,12510.2523,0.02446,data/MLIP_training_data_DFT_labeled/GST225.xyz,3858
GST225:03859,GST225,Ge2Sb2Te5,Ge68Sb68Te170,306,GST-amor-init,-1087.728708,-3.554669,2.774533,0.941199,12768.4435,0.023965,data/MLIP_training_data_DFT_labeled/GST225.xyz,3859
