化学式,相,温度,结构文件,密度_Atom_per_Angstrom3,体系原子数,贡献者,HPC来源路径,代表帧来源,功能性
Ge60Sn40Te100,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/4-SnGeTe/4-Sn40/1-300K/POSCAR,0.03228,200,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/4-SnGeTe/4-Sn40/1-300K/POSCAR,md-first-frame,PCM
Ge50Sn50Te100,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/4-SnGeTe/5-Sn50/1-300K/POSCAR,0.03228,200,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/4-SnGeTe/5-Sn50/1-300K/POSCAR,md-first-frame,PCM
Ge40Sn60Te100,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/4-SnGeTe/6-Sn60/1-300K/POSCAR,0.03228,200,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/4-SnGeTe/6-Sn60/1-300K/POSCAR,md-first-frame,PCM
Ge30Sn70Te100,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/4-SnGeTe/7-Sn70/1-300K/POSCAR,0.03228,200,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/4-SnGeTe/7-Sn70/1-300K/POSCAR,md-first-frame,PCM
Ga15Ge135Se150,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/1-Ga/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/1-Ga/POSCAR,md-first-frame,OTS
Ga15Ge135Se150,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/2-Ga/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/2-Ga/POSCAR,md-first-frame,OTS
Ga30Ge120Se150,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/3-Ga/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/5-Ga-GeSe/3-Ga/POSCAR,md-first-frame,OTS
Ge7Sb59Te132,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/Ge-Sb2Te3/0/1-3000K/POSCAR,0.027,198,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/Ge-Sb2Te3/0/1-3000K/POSCAR,md-first-frame,PCM
Ge8Sb72Te120,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/Ge-Sb2Te3/1-Ge/POSCAR,0.02908,200,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/Ge-Sb2Te3/1-Ge/POSCAR,md-first-frame,PCM
Ge150Se15Te135,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/10%/CONTCAR,0.03173,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/10%/CONTCAR,opt-CONTCAR,PCM
Ge150Se30Te120,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/20%/CONTCAR,0.03177,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/20%/CONTCAR,opt-CONTCAR,PCM
Ge150Se45Te105,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/30%/CONTCAR,0.03246,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/30%/CONTCAR,opt-CONTCAR,PCM
Ge150Se60Te90,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/4-40%/CONTCAR,0.03255,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/4-40%/CONTCAR,opt-CONTCAR,PCM
Ge150Se75Te75,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/5-50%/CONTCAR,0.03354,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/5-50%/CONTCAR,opt-CONTCAR,PCM
Ge150Se90Te60,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/6-60%/CONTCAR,0.03255,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/GeSeTe/6-60%/CONTCAR,opt-CONTCAR,PCM
Sb120Se90Te90,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/3-opt/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/3-opt/CONTCAR,opt-CONTCAR,PCM
Sb120Se18Te162,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/10%/CONTCAR,0.02659,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/10%/CONTCAR,opt-CONTCAR,PCM
Sb120Se54Te126,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/3-30%/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/3-30%/CONTCAR,opt-CONTCAR,PCM
Sb120Se72Te108,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/4-40%/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/4-40%/CONTCAR,opt-CONTCAR,PCM
Sb120Se108Te72,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/6-60%/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/6-60%/CONTCAR,opt-CONTCAR,PCM
Sb120Se126Te54,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/7-70%/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/7-70%/CONTCAR,opt-CONTCAR,Others
Sb120Se144Te36,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/8-80%/CONTCAR,0.0272,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/8-80%/CONTCAR,opt-CONTCAR,Others
Sb120Se162Te18,amorphous,300K,nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/90%/CONTCAR,0.02731,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/12-ml-dielectric/dope/SbSeTe/90%/CONTCAR,opt-CONTCAR,Others
Se150Sn150,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/2-SnSe/2-a/1-opt3/CONTCAR,0.03125,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/2-SnSe/2-a/1-opt3/CONTCAR,opt-CONTCAR,Others
Se150Sn150,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/2-SnSe/2-a/die/CONTCAR,0.03354,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/2-SnSe/2-a/die/CONTCAR,opt-CONTCAR,Others
Ge24Se48,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/3-GeSe2/opt3/CONTCAR,0.03039,72,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/3-GeSe2/opt3/CONTCAR,opt-CONTCAR,OTS
Bi24Te21,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/10-Bi8Te7/opt3/CONTCAR,0.02777,45,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/10-Bi8Te7/opt3/CONTCAR,opt-CONTCAR,Others
Bi24Te27,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/11-Bi8Te9/opt3/CONTCAR,0.02763,51,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/11-Bi8Te9/opt3/CONTCAR,opt-CONTCAR,OTS
Bi3Sb9Te18,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/12-BiSb3Te6/opt3/CONTCAR,0.02879,30,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/12-BiSb3Te6/opt3/CONTCAR,opt-CONTCAR,PCM
Bi42S24Te39,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/2-Bi14S8Te13/opt3/CONTCAR,0.02949,105,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/2-Bi14S8Te13/opt3/CONTCAR,opt-CONTCAR,Others
Ge3Pb12Te15,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/24-GePb4Te5/opt3/CONTCAR,0.02977,30,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/24-GePb4Te5/opt3/CONTCAR,opt-CONTCAR,PCM
Bi9In3Se18,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/31-InBi3Se6/opt3/CONTCAR,0.03287,30,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/31-InBi3Se6/opt3/CONTCAR,opt-CONTCAR,Others
Bi16K4Se26,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/32-K2Bi8Se13/opt3/CONTCAR,0.03173,46,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/32-K2Bi8Se13/opt3/CONTCAR,opt-CONTCAR,Others
Bi18Pb3Te30,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/39-PbBi6Te10/opt3/CONTCAR,0.03543,51,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/39-PbBi6Te10/opt3/CONTCAR,opt-CONTCAR,Others
Sb48Te9,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/41-Sb16Te3/opt3/CONTCAR,0.02476,57,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/41-Sb16Te3/opt3/CONTCAR,opt-CONTCAR,PCM
Sb24Te9,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/45-Sb8Te3/opt3/CONTCAR,0.03063,33,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/45-Sb8Te3/opt3/CONTCAR,opt-CONTCAR,PCM
Bi12S9Te9,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/5-Bi4S3Te3/opt3/CONTCAR,0.03064,30,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/5-Bi4S3Te3/opt3/CONTCAR,opt-CONTCAR,Others
Bi24Se21,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/8-Bi8Se7/opt3/CONTCAR,0.03166,45,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/8-Bi8Se7/opt3/CONTCAR,opt-CONTCAR,Others
Bi24Se27,amorphous,300K,nscc1741_XM/xumeng/13-dielectric/PCMs/9-Bi8Se9/opt3/CONTCAR,0.03187,51,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/13-dielectric/PCMs/9-Bi8Se9/opt3/CONTCAR,opt-CONTCAR,Others
Sb300,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/1-Sb/1-Sb/2-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/1-Sb/1-Sb/2-opt2/CONTCAR,opt-CONTCAR,Others
Sb300,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/1-Sb/2-Sb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/1-Sb/2-Sb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb300,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/1-Sb/2-Sb/2-MD-3000/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/1-Sb/2-Sb/2-MD-3000/POSCAR,md-first-frame,Others
Al45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/10-AlSb/1-AlSb/3-opt2/CONTCAR,0.03428,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/10-AlSb/1-AlSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Al45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/10-AlSb/1-AlSb/2-MD-3000/POSCAR,0.03428,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/10-AlSb/1-AlSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Ti45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/11-TiSb/1-TiSb/3-opt2/CONTCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/11-TiSb/1-TiSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Ti45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/11-TiSb/1-TiSb/2-MD-3000/POSCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/11-TiSb/1-TiSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Sc45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/12-ScSb/3-opt2/CONTCAR,0.03551,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/12-ScSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Sc45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/12-ScSb/2-MD-3000/POSCAR,0.03551,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/12-ScSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Y45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/13-YSb/3-opt2/CONTCAR,0.03448,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/13-YSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Y45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/13-YSb/2-MD-3000/POSCAR,0.03448,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/13-YSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Zr45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/14-ZrSb/3-opt2/CONTCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/14-ZrSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Zr45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/14-ZrSb/2-MD-3000/POSCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/14-ZrSb/2-MD-3000/POSCAR,md-first-frame,Others
Cd45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/17-CdSb/3-opt2/CONTCAR,0.03499,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/17-CdSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Cd45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/17-CdSb/2-MD-3000/POSCAR,0.03499,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/17-CdSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Sn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/3-SnSb/1-SnSb/3-opt2/CONTCAR,0.03209,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/3-SnSb/1-SnSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Sn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/3-SnSb/1-SnSb/2-MD-300K/POSCAR,0.03209,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/3-SnSb/1-SnSb/2-MD-300K/POSCAR,md-first-frame,Others
Sb255Sn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/3-SnSb/2-SnSb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/3-SnSb/2-SnSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Sn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/3-SnSb/2-SnSb/2-MD-3000K/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/3-SnSb/2-SnSb/2-MD-3000K/POSCAR,md-first-frame,Others
Ga45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/4-GaSb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/4-GaSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Ga45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/4-GaSb/2-MD-300K/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/4-GaSb/2-MD-300K/POSCAR,md-first-frame,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/1-InSb/3-opt2/CONTCAR,0.03255,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/1-InSb/3-opt2/CONTCAR,opt-CONTCAR,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/1-InSb/2-MD-300K/POSCAR,0.03255,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/1-InSb/2-MD-300K/POSCAR,md-first-frame,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/2-InSb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/2-InSb/3-opt2/CONTCAR,opt-CONTCAR,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/2-InSb/2-MD-3000/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/2-InSb/2-MD-3000/POSCAR,md-first-frame,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/3-InSb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/3-InSb/3-opt2/CONTCAR,opt-CONTCAR,Others
In45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/5-InSb/3-InSb/4-MD-300/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/5-InSb/3-InSb/4-MD-300/POSCAR,md-first-frame,Others
Sb255Zn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/6-ZnSb/1-ZnSb/3-opt2/CONTCAR,0.0413,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/6-ZnSb/1-ZnSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Zn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/6-ZnSb/1-ZnSb/2-MD-300K/POSCAR,0.0413,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/6-ZnSb/1-ZnSb/2-MD-300K/POSCAR,md-first-frame,Others
Sb255Zn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/6-ZnSb/3-ZnSb/3-opt2/CONTCAR,0.03499,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/6-ZnSb/3-ZnSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Zn45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/6-ZnSb/3-ZnSb/2-MD-3000/POSCAR,0.03499,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/6-ZnSb/3-ZnSb/2-MD-3000/POSCAR,md-first-frame,Others
Ge68Sb68Te170,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/GST225/1-300K/POSCAR,0.02972,306,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/GST225/1-300K/POSCAR,md-first-frame,PCM
Ge45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/2-GeSb/3-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/2-GeSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Ge45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/2-GeSb/2-MD-300K/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/2-GeSb/2-MD-300K/POSCAR,md-first-frame,Others
Ge45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/2-GeSb/6-MD-300K/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/2-GeSb/6-MD-300K/POSCAR,md-first-frame,Others
Cu45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/7-CuSb/1-CuSb/3-opt2/CONTCAR,0.0497,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/7-CuSb/1-CuSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Cu45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/7-CuSb/1-CuSb/2-MD-3000/POSCAR,0.0497,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/7-CuSb/1-CuSb/2-MD-3000/POSCAR,md-first-frame,Others
Cu45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/7-CuSb/3-CuSb/3-opt2/CONTCAR,0.03908,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/7-CuSb/3-CuSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Cu45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/7-CuSb/3-CuSb/2-MD-3000/POSCAR,0.03908,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/7-CuSb/3-CuSb/2-MD-3000/POSCAR,md-first-frame,Others
Ag45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/8-AgSb/1-AgSb/3-opt2/CONTCAR,0.03944,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/8-AgSb/1-AgSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Ag45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/8-AgSb/1-AgSb/2-MD-3000/POSCAR,0.03944,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/8-AgSb/1-AgSb/2-MD-3000/POSCAR,md-first-frame,Others
Ag45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/8-AgSb/2-AgSb/3-opt2/CONTCAR,0.0353,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/8-AgSb/2-AgSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Ag45Sb255,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/8-AgSb/2-AgSb/2-MD-3000/POSCAR,0.0353,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/8-AgSb/2-AgSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Si45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/9-SiSb/1-SiSb/3-opt2/CONTCAR,0.03398,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/9-SiSb/1-SiSb/3-opt2/CONTCAR,opt-CONTCAR,Others
Sb255Si45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/9-SiSb/1-SiSb/2-MD-3000/POSCAR,0.03398,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/9-SiSb/1-SiSb/2-MD-3000/POSCAR,md-first-frame,Others
Sb255Si45,amorphous,300K,nscc1741_XM/xumeng/2-Sb-PCM/o/9-SiSb/2-SiSb/2-300K/POSCAR,0.03448,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/2-Sb-PCM/o/9-SiSb/2-SiSb/2-300K/POSCAR,md-first-frame,Others
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/3-GeTe/1-opt2/CONTCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/3-GeTe/1-opt2/CONTCAR,opt-CONTCAR,PCM
Ge150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/3-GeTe/4-MD-300-3000/POSCAR,0.03302,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/3-GeTe/4-MD-300-3000/POSCAR,md-first-frame,PCM
Sn150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/4-SnTe/1-opt2/CONTCAR,0.02879,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/4-SnTe/1-opt2/CONTCAR,opt-CONTCAR,Others
Sn150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/4-SnTe/4-MD-300-3000/POSCAR,0.02879,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/4-SnTe/4-MD-300-3000/POSCAR,md-first-frame,Others
B75Te225,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/6-BTe/1-dos/1-opt2/CONTCAR,0.03442,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/6-BTe/1-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
B75Te225,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/6-BTe/1-dos/0-a/2-300/POSCAR,0.03442,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/6-BTe/1-dos/0-a/2-300/POSCAR,md-first-frame,OTS
